team_id,team_name,competition_id,season_id,competition_name,season_name,country_name,competition_gender,n_matches,passes_per_match,net_density,net_avg_degree,assortativity,transitivity,n_communities,modularity,mean_degree_centrality,mean_betweenness,mean_closeness,mean_eigenvector,max_betweenness,mean_pass_length,short_pass_frac,long_pass_frac,vertical_pass_frac,diag_pass_frac,rate_pass,rate_carry,rate_shot,rate_pressure,rate_dribble,rate_ball_recovery,rate_interception,rate_foul_committed,rate_clearance,rate_block,rate_miscontrol,rate_dispossessed
129,AS Monaco,16,44,Champions League,2003/2004,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.648119839334633,0.17025440313111545,0.2602739726027397,0.0,0.0,511.0,381.0,9.0,136.0,29.0,62.0,11.0,11.0,19.0,21.0,13.0,13.0
256,FC Porto,16,44,Champions League,2003/2004,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.26157960187353,0.17096018735362997,0.297423887587822,0.0,0.0,427.0,263.0,4.0,107.0,25.0,60.0,2.0,16.0,20.0,23.0,12.0,13.0
239,Fiorentina,16,76,Champions League,1999/2000,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.82285602832861,0.1501416430594901,0.254957507082153,0.0,0.0,353.0,246.0,14.0,127.0,16.0,61.0,13.0,14.0,36.0,26.0,15.0,8.0
39,Manchester United,16,76,Champions League,1999/2000,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54836103079179,0.13343108504398826,0.1935483870967742,0.0,0.0,682.0,454.0,13.0,66.0,20.0,54.0,5.0,11.0,16.0,9.0,14.0,3.0
24,Liverpool,16,37,Champions League,2004/2005,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29685886563011,0.14893617021276595,0.2700490998363339,0.0,0.0,611.0,454.0,21.0,223.0,24.0,57.0,7.0,30.0,35.0,23.0,15.0,18.0
243,AC Milan,16,37,Champions League,2004/2005,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.959189885526317,0.17690058479532164,0.21929824561403508,0.0,0.0,684.0,537.0,28.0,188.0,40.0,70.0,10.0,18.0,18.0,17.0,19.0,25.0
806,Ajax,16,277,Champions League,1972/1973,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.39149343495575,0.18584070796460178,0.252212389380531,0.0,0.0,452.0,357.0,31.0,140.0,25.0,60.0,9.0,37.0,29.0,11.0,9.0,11.0
224,Juventus,16,277,Champions League,1972/1973,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.11044208087432,0.17486338797814208,0.2978142076502732,0.0,0.0,366.0,292.0,11.0,114.0,28.0,54.0,11.0,15.0,22.0,17.0,22.0,17.0
806,Ajax,16,71,Champions League,1971/1972,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.191929494055206,0.14861995753715498,0.23142250530785563,0.0,0.0,471.0,397.0,25.0,123.0,27.0,65.0,7.0,28.0,23.0,17.0,6.0,12.0
238,Inter Milan,16,71,Champions League,1971/1972,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.602696,0.2238372093023256,0.25872093023255816,0.0,0.0,344.0,272.0,10.0,82.0,20.0,53.0,11.0,21.0,41.0,14.0,16.0,25.0
806,Ajax,16,276,Champions League,1970/1971,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.960196503846152,0.1244343891402715,0.25339366515837103,0.0,0.0,442.0,353.0,20.0,156.0,35.0,74.0,18.0,18.0,37.0,17.0,6.0,11.0
952,Panathinaikos,16,276,Champions League,1970/1971,Europe,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.60492973546392,0.20412371134020618,0.1958762886597938,0.0,0.0,485.0,387.0,14.0,120.0,30.0,77.0,2.0,17.0,31.0,19.0,19.0,16.0
217,Barcelona,87,84,Copa del Rey,1983/1984,Spain,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.894420742237443,0.18493150684931506,0.13013698630136986,0.0,0.0,438.0,399.0,14.0,55.0,40.0,65.0,3.0,21.0,28.0,11.0,24.0,24.0
215,Athletic Club,87,84,Copa del Rey,1983/1984,Spain,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60980298608696,0.1391304347826087,0.45217391304347826,0.0,0.0,230.0,163.0,8.0,129.0,22.0,45.0,11.0,32.0,34.0,15.0,14.0,7.0
217,Barcelona,87,268,Copa del Rey,1982/1983,Spain,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.528765700331125,0.17549668874172186,0.22185430463576158,0.0,0.0,302.0,242.0,15.0,129.0,16.0,36.0,7.0,31.0,14.0,10.0,7.0,11.0
220,Real Madrid,87,268,Copa del Rey,1982/1983,Spain,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.318054890056818,0.15625,0.1903409090909091,0.0,0.0,352.0,312.0,10.0,116.0,24.0,43.0,10.0,18.0,15.0,11.0,11.0,12.0
217,Barcelona,87,279,Copa del Rey,1977/1978,Spain,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12878103304598,0.16091954022988506,0.29310344827586204,0.0,0.0,348.0,296.0,13.0,171.0,22.0,54.0,15.0,29.0,22.0,22.0,17.0,9.0
208,Las Palmas,87,279,Copa del Rey,1977/1978,Spain,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.47429121269841,0.17989417989417988,0.20899470899470898,0.0,0.0,378.0,303.0,14.0,108.0,26.0,52.0,13.0,25.0,12.0,9.0,5.0,22.0
904,Bayer Leverkusen,9,27,1. Bundesliga,2015/2016,Germany,male,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.221681776301057,0.22665196888970543,0.20827974768816215,0.0,0.0,480.2647058823529,350.29411764705884,14.117647058823529,177.26470588235293,17.88235294117647,61.88235294117647,11.5,16.61764705882353,22.11764705882353,22.61764705882353,16.58823529411765,15.058823529411764
189,Ingolstadt,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.191428794450868,0.18265895953757225,0.26473988439306356,0.0,0.0,432.5,283.5,16.5,167.0,18.0,53.5,13.5,14.0,21.0,17.0,17.5,12.5
185,Borussia Mönchengladbach,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.827863918522937,0.1889908256880734,0.18256880733944955,0.0,0.0,545.0,415.0,10.0,173.5,21.5,48.0,11.0,19.0,19.5,21.5,16.0,13.5
173,Hertha Berlin,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33277052023701,0.19781221513217867,0.2187784867821331,0.0,0.0,548.5,429.5,9.0,174.0,25.5,52.5,5.5,21.5,16.5,18.5,16.0,12.0
181,Schalke 04,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.98084307536585,0.18495934959349594,0.25203252032520324,0.0,0.0,492.0,378.0,14.5,178.0,31.5,62.5,12.5,17.5,21.5,21.0,24.0,14.0
184,Eintracht Frankfurt,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.586926733286315,0.21861777150916784,0.2397743300423131,0.0,0.0,354.5,238.5,9.5,206.0,17.0,57.5,10.0,18.5,17.0,24.0,13.5,15.5
186,FC Köln,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.470853976439233,0.15991471215351813,0.2878464818763326,0.0,0.0,469.0,328.5,16.5,125.0,14.5,55.0,14.5,12.5,18.0,16.0,14.0,10.0
179,Wolfsburg,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.499293511686993,0.16158536585365854,0.22865853658536586,0.0,0.0,492.0,372.0,11.5,203.0,19.5,58.0,10.0,19.5,19.0,24.5,20.0,18.0
174,VfB Stuttgart,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12824612523923,0.215311004784689,0.25478468899521534,0.0,0.0,418.0,251.0,12.5,205.5,15.5,56.5,11.5,15.5,23.0,26.5,21.0,16.5
171,Hamburger SV,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.419721679553465,0.24206815511163338,0.24676850763807284,0.0,0.0,425.5,256.0,9.0,205.0,17.5,56.5,13.5,20.5,31.0,26.0,16.0,14.0
172,Augsburg,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.299571569975186,0.1401985111662531,0.29280397022332505,0.0,0.0,403.0,265.5,6.0,215.0,14.5,54.5,10.0,17.0,37.0,18.0,14.0,7.0
176,Werder Bremen,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.171702244104136,0.20214395099540583,0.29555895865237364,0.0,0.0,326.5,207.5,10.0,177.0,19.0,59.0,11.5,13.0,34.0,27.0,15.5,10.5
177,FSV Mainz 05,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.065661870314734,0.22317596566523606,0.28469241773962806,0.0,0.0,349.5,220.5,8.5,232.5,11.0,44.0,9.5,16.0,40.5,28.5,20.0,15.5
180,Borussia Dortmund,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945101971343284,0.19303482587064677,0.2228855721393035,0.0,0.0,502.5,380.0,14.0,208.5,16.5,51.5,14.5,12.5,22.5,23.5,19.0,17.0
872,Darmstadt 98,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.39733011596958,0.17870722433460076,0.34600760456273766,0.0,0.0,263.0,130.5,9.5,200.5,7.5,51.0,8.0,21.0,42.5,25.0,20.5,10.0
169,Bayern Munich,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64719564590909,0.15062388591800357,0.20499108734402852,0.0,0.0,561.0,434.5,11.5,120.0,23.0,44.5,3.5,12.5,24.5,20.0,20.0,17.5
178,Hannover 96,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89538337636849,0.19626168224299065,0.2336448598130841,0.0,0.0,374.5,238.5,6.0,188.0,13.5,50.0,9.5,20.5,28.0,25.0,20.0,11.0
175,Hoffenheim,9,27,1. Bundesliga,2015/2016,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.763630118813314,0.1678726483357453,0.25470332850940663,0.0,0.0,345.5,211.5,5.5,201.0,14.0,44.5,6.5,17.5,30.5,32.5,9.5,14.0
769,Colombia,223,282,Copa America,2024,South America,male,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92557082110546,0.2031197015937606,0.20040691759918616,0.0,0.0,491.5,376.3333333333333,13.166666666666666,138.0,15.166666666666666,44.833333333333336,7.166666666666667,16.833333333333332,14.5,18.0,14.333333333333334,13.166666666666666
781,Brazil,223,282,Copa America,2024,South America,male,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.550164907028304,0.1632075471698113,0.1740566037735849,0.0,0.0,530.0,439.5,13.75,136.5,24.0,44.0,10.0,14.75,16.25,18.0,16.5,11.25
2305,Jamaica,223,282,Copa America,2024,South America,male,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.076196440961535,0.15734265734265734,0.256993006993007,0.0,0.0,381.3333333333333,285.6666666666667,9.333333333333334,110.33333333333333,12.666666666666666,52.0,8.666666666666666,11.0,23.666666666666668,26.0,15.0,12.333333333333334
3563,Venezuela,223,282,Copa America,2024,South America,male,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.600141675974736,0.17353102690829214,0.21965952773201539,0.0,0.0,455.25,336.0,15.5,131.0,14.0,50.75,9.75,12.5,24.0,17.25,13.75,10.5
3564,Bolivia,223,282,Copa America,2024,South America,male,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.837746143739768,0.18085106382978725,0.20458265139116202,0.0,0.0,407.3333333333333,315.0,5.666666666666667,163.66666666666666,12.666666666666666,46.666666666666664,10.666666666666666,20.666666666666668,22.0,22.666666666666668,12.333333333333334,17.0
783,Uruguay,223,282,Copa America,2024,South America,male,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9764570163106,0.1561216105176664,0.2304847986852917,0.0,0.0,405.6666666666667,320.0,15.666666666666666,162.83333333333334,11.166666666666666,50.0,8.833333333333334,17.666666666666668,18.5,18.166666666666668,11.5,14.5
784,Peru,223,282,Copa America,2024,South America,male,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.939258996124742,0.1983640081799591,0.25664621676891614,0.0,0.0,326.0,234.33333333333334,7.666666666666667,158.66666666666666,11.0,39.666666666666664,10.0,22.0,10.333333333333334,20.333333333333332,11.0,10.333333333333334
3562,Chile,223,282,Copa America,2024,South America,male,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94273377564688,0.1811263318112633,0.2267884322678843,0.0,0.0,438.0,348.0,7.333333333333333,154.33333333333334,14.0,45.666666666666664,7.0,13.666666666666666,17.0,20.333333333333332,14.666666666666666,14.333333333333334
3565,Ecuador,223,282,Copa America,2024,South America,male,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.313078660498487,0.1714501510574018,0.27794561933534745,0.0,0.0,331.0,253.5,13.5,131.0,16.0,50.5,7.75,14.5,26.5,21.5,11.75,11.0
779,Argentina,223,282,Copa America,2024,South America,male,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.787418907653365,0.17510422870756404,0.1810601548540798,0.0,0.0,559.6666666666666,458.0,14.666666666666666,133.5,14.833333333333334,35.5,8.5,12.333333333333334,13.0,19.666666666666668,11.166666666666666,10.5
3567,Paraguay,223,282,Copa America,2024,South America,male,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.501463788112325,0.18408736349453977,0.20280811232449297,0.0,0.0,427.3333333333333,341.6666666666667,14.333333333333334,157.33333333333334,16.666666666666668,48.333333333333336,13.0,18.0,15.666666666666666,18.0,12.333333333333334,11.333333333333334
1839,United States,223,282,Copa America,2024,South America,male,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.922343064661014,0.17457627118644067,0.25,0.0,0.0,393.3333333333333,272.6666666666667,11.333333333333334,120.33333333333333,12.0,38.666666666666664,6.0,9.666666666666666,14.333333333333334,19.0,13.666666666666666,8.333333333333334
794,Mexico,223,282,Copa America,2024,South America,male,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.03562734306004,0.17043253712072304,0.1697869593285991,0.0,0.0,516.3333333333334,391.3333333333333,19.333333333333332,132.33333333333334,16.666666666666668,64.33333333333333,7.666666666666667,13.666666666666666,22.0,21.0,12.666666666666666,13.333333333333334
1833,Canada,223,282,Copa America,2024,South America,male,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.17736718928774,0.19222986645082962,0.17766086604613518,0.0,0.0,411.8333333333333,318.5,12.333333333333334,161.0,16.166666666666668,48.333333333333336,8.666666666666666,14.666666666666666,21.333333333333332,20.833333333333332,14.5,13.5
795,Costa Rica,223,282,Copa America,2024,South America,male,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.78622983351831,0.20754716981132076,0.2641509433962264,0.0,0.0,300.3333333333333,224.66666666666666,3.0,173.33333333333334,14.0,49.333333333333336,6.666666666666667,16.0,24.0,22.666666666666668,10.666666666666666,12.666666666666666
798,Panama,223,282,Copa America,2024,South America,male,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.654294585817578,0.1468298109010011,0.20689655172413793,0.0,0.0,449.5,363.5,12.5,118.5,14.0,43.5,7.5,16.25,16.25,13.25,10.5,10.25
17403,Soviet Union U20,1470,274,FIFA U20 World Cup,1979,International,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.200118386468652,0.11221122112211221,0.2508250825082508,0.0,0.0,303.0,246.0,11.0,146.0,20.0,55.0,12.0,36.0,24.0,21.0,14.0,10.0
9763,Argentina U20,1470,274,FIFA U20 World Cup,1979,International,male,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.735708571238096,0.2361904761904762,0.0761904761904762,0.0,0.0,525.0,478.0,19.0,116.0,50.0,61.0,15.0,13.0,11.0,10.0,19.0,19.0
190,Union Berlin,9,281,1. Bundesliga,2023/2024,Germany,male,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.381048068087853,0.2054263565891473,0.2248062015503876,0.0,0.0,387.0,310.0,5.5,200.5,9.0,45.0,13.0,8.0,17.0,26.0,13.5,10.5
904,Bayer Leverkusen,9,281,1. Bundesliga,2023/2024,Germany,male,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.411645002716135,0.24294670846394983,0.11256393334433262,0.0,0.0,713.0588235294117,605.6764705882352,18.323529411764707,140.76470588235293,17.058823529411764,51.5,7.794117647058823,10.117647058823529,16.235294117647058,18.11764705882353,13.382352941176471,12.941176470588236
